Categories,Article Title,Word Count,URL,Content
Disc and Vinyl Manufacturing,Record speeds and allowable program times per side,135,https://support.discmakers.com/hc/en-us/articles/208924288-Record-speeds-and-allowable-program-times-per-side,"Please note that the longer your vinyl program is (i.e. the more minutes per side) the lower the volume of your records will be. This is due to the fact that in order to fit more music on the record, the grooves need to be closer together and shallower. Recommended maximum program lengths: We recommend 45 RPM for 7” records. While 33 1/3 RPM are possible they are sometimes prone to distortion. As a rule it’s always better to come in a minute or two under the available time to ensure the best playback of the program. To achieve quality vinyl production we recommend using a mastering house with significant vinyl mastering experience to prepare your supplied masters. Disc Makers has been offering vinyl post-production mastering for over 60 years. Click here for more information."
USB,Controllers & Speed of USB drives,85,https://support.discmakers.com/hc/en-us/articles/360041760674-Controllers-Speed-of-USB-drives,"The controller is a physical unit that acts as the brain on the drive.  It knows how much space is available and will connect with the machine. Different drives have different controllers. Our standard is 2.0, but if you need something different (like 3.0, for example) give us a call! One of our product specialists can set up a custom quote for you. *Please be aware that large HD files with high resolution may have issues transferring through an older 1.0 or 2.0 USB connection."
USB,How should I supply my content files for a USB project?,176,https://support.discmakers.com/hc/en-us/articles/360042708673-How-should-I-supply-my-content-files-for-a-USB-project-,"Any files that a computer can read can be loaded onto the USB flash drives. You can have: For audio file playback in cars, MP3 files are more universally recognized, but we recommend mp3 and .wav files so that they can play in most cars. (Zip up the mp3 folder and the .wav folder and any other loose files and then upload one zipped packet)     There is no standard. The way a machine (Computer, Car, Gaming Console, etc) accesses the files on the USB may not be consistent. We cannot guarantee compatibility with any specific player or medium. For example, you can have a perfectly fine video file on a high-quality USB, but if TV can’t play that type of video file, it simply won’t play.  This is not because anything is wrong with your content or the drive itself, the same drive and file may work fine in a different TV or computer. Providing file types that serve your purpose best is your responsibility.  Luckily, with today’s technology, it’s pretty rare to encounter playability issues.   "
USB,What type of files can I upload for a USB?,168,https://support.discmakers.com/hc/en-us/articles/360012159013-What-type-of-files-can-I-upload-for-a-USB-,"Different devices may not read the files the way that you want them to but you can upload just about anything. THESE ARE NOT CDs.  There is no standard.  The way a machine accesses the files on the USB will not be consistent. Example files that you can add to a USB drive:  group photo (jpeg), Live performance recording, thank you letter (pdf), and mp3 and wav folder. For example, you can have a perfectly fine video file on a high quality USB...but if the computer can’t play that type of video file, it simply won’t play.  That’s not because of anything anybody did wrong. The end user simply isn’t equipped. Luckily, with today’s technology, it’s pretty rare to encounter issues. For audio file playback in cars, MP3 files are more universally recognized, but we recommend mp3 and .wav files so that they can play in most cars. (Zip up the mp3 files and zip up the wav files and then upload one zipped packet with both formats)"
USB,How do I control the order in which my audio plays/files display?,101,https://support.discmakers.com/hc/en-us/articles/360042983433-How-do-I-control-the-order-in-which-my-audio-plays-files-display-,"Short Answer: You can’t. A USB flash drive has no inherent order. Think of it as a bucket of files. The machine decides how files are displayed or played. Almost all machines are set up to access files in alphanumeric order. If you desire a specific play order for audio, say to match the album order, the files need to be named “01 - Song1.mp3, 02 - Song2.mp3” etc. Our Recommended formatting: For audio on drives, we strongly recommend WAV and MP3 versions of each song file, divided into separate folders. This offers the widest compatibility with computers, cars, TVs, etc."
USB,"If I have Data Lock on the USB, can the files be copied?",77,https://support.discmakers.com/hc/en-us/articles/360012159573-If-I-have-Data-Lock-on-the-USB-can-the-files-be-copied-,"Data Lock does NOT protect any of the files from being copied. With data lock either a portion or the entire drive will be locked.  That means you cannot reformat, erase or change any of that data. BUT - you can copy files. It does NOT protect against copying.  Note:  If you have the files set up as an auto-run.exe the drive will need to have data lock.  The auto-run needs a defined space to work within."
USB,Special information about the Key Shape Drive and Business Card Drive,107,https://support.discmakers.com/hc/en-us/articles/211051428-Special-information-about-the-Key-Shape-Drive-and-Business-Card-Drive,"Our Key Shape and Business Card drives are popular choices because of their unique and attention grabbing shapes, but those interesting shapes require the use of a USB interface that is a bit outside the norm and some devices may have difficulty reading the drive. You can see from the pictures below that the interface used does not have the complete metal 'frame' around the USB contacts which allows for a lower profile drive (and works fine in most situations). Please keep this in mind when choosing the model of USB drive for your project.  Standard USB interface ('Swing' model pictured)  Business Card Drive  Key Shape Drive "
Artwork and Design Templates,"My text is aligned correctly in the designer, but my proofs look wrong!",88,https://support.discmakers.com/hc/en-us/articles/221968007-My-text-is-aligned-correctly-in-the-designer-but-my-proofs-look-wrong-,"Click 'Online Designer Help' from inside the designer to access the latest info!***   The easiest way to align text, is by using the Rich Text fields. Click on the Text tool and select Rich Text.   This will open a new window for you to add and align your text, very easily.   You can also align your text using the Grid method. On the bottom of your template, click on Marking. By selecting the Grid option, it will give you a ""guide"" to set your text layers up with.    "
Artwork and Design Templates,How do I use the Online Designer?,177,https://support.discmakers.com/hc/en-us/articles/221847128-How-do-I-use-the-Online-Designer-,"Click 'Online Designer Help' from inside the designer to access the latest info!***    To add images and text, you will be working from the Image selection at the top of the template. Upload Files (where you can upload your own pictures) or you can use images from your Facebook or Instagram accounts!  Once you add an image and insert it into your design, you can resize it by grabbing the gray box in the lower right corner of the image. Be careful, there is no way to be sure you are sizing proportionally. A few tips on adding and editing text: If you have purchased a UPC code, just leave room for it. You will be able to add that to your design in the next step. You will have the opportunity to double–check all your work in the View Proofs section, as well as view an animated proof. ** NOTE:  Save your work often! There is a two hour time limit for eash session. You may lose your work unless it's been saved, after this time. "
Artwork and Design Templates,Why do my images look so blurry in the Disc Makers Online Designer?,144,https://support.discmakers.com/hc/en-us/articles/221758548-Why-do-my-images-look-so-blurry-in-the-Disc-Makers-Online-Designer-," Click 'Online Designer Help' from inside the designer to access the latest info!***    Lo resolution images may often look blurry or pixelated when being placed and manipulated in the Disc Makers Online Designer.  Read here how to access our Online Designer. (If your image is lo res) You will see a Yield sign which advises of your current resolution at the size that  you have uploaded. As you reduce/enlarge the image by grabbing the corners of the image and dragging it, you can hover over the yield sign to see your resolution. We do recommend 300 dpi or greater for best results with your printed product. Anything lower than 300 dpi may delay your project your in production when the images are reviewed by our graphics team. (Yellow Yield signs ""may"" be ok to print, but a Red Yield sign will not print well).     "
Artwork and Design Templates,Warnings about color and resolution in the Online Designer.,175,https://support.discmakers.com/hc/en-us/articles/221611168-Warnings-about-color-and-resolution-in-the-Online-Designer-,"Click 'Online Designer Help' from inside the designer to access the latest info!***   The online designer allows you to upload JPEG, PNG or PDF images to a template and modify it without needing any additional layout software.  Your image will be converted to CMYK when your proof is generated.  If you notice any odd color shifts in your proof, you may have to have someone with a program such as Photoshop edit the image for you. The warning about your image not being 300 DPI can be a bit tricky- but if you see this warning and you know you have a good quality image, just proceed! If you find yourself having to scale the image down to fit the template quite a ways, the resolution should be fine (inversely, if the image comes into the template very small, there's a good chance that it is indeed low resolution). Proceed with the rest of your design, and check your PDF proof files- those will let you know what you can expect on the final product.   "
Artwork and Design Templates,What if I don't own any design software?,214,https://support.discmakers.com/hc/en-us/articles/219654627-What-if-I-don-t-own-any-design-software-,"Option 1- Online Designer We offer an option to use our online designer for various packaging options at no additional cost! Once you create and save your project, you would click on the Art section of the project and then select ""Online Designer"" option. There are a variety of fonts, color backgrounds and options to choose from.   Option 2- Design Studio If you require any other type of packaging, we offer graphic design services which might help to make your project look more professional! (Pricing is dependent upon what package you select). You can look over the pricing options for the Design Studio here- https://www.discmakers.com/design/  Option 3- Advanced Graphic Services If you have completed artwork (PDF, TIFF, JPEG) but simply need it placed into our templates for you, we offer an advanced graphic service.  We'll take your supplied files, ensure that there are no issues that could cause issues during production and place them into our templates for you. Our graphics team will send you a digital proof to approve after the order has been submitted! The cost for this service is $27.  To utilize this service click on the Advanced Graphic Services option under the Submission method and you will unlock an upload section where you can supply your graphic files / elements.  "
Artwork and Design Templates,Can I add varying text sizes using your Online Designer?,104,https://support.discmakers.com/hc/en-us/articles/209121297-Can-I-add-varying-text-sizes-using-your-Online-Designer-,****NOTE: We have a NEW Online designer for projects started 10/18 with a BUILT IN help section. Click 'Online Designer Help' from inside the designer to access the latest info!***   Yes! You would add one layer for each size that you wish to use. You can also change what type of font for each layer. Simply click the option to add text on the top left side of the online design template.  and then select your font and size (at the top of the design area).   Type into the field offered and drag and drop it to where ever you'd like to place it.  
Artwork and Design Templates,How do I locate your Design Online tools?,121,https://support.discmakers.com/hc/en-us/articles/208426968-How-do-I-locate-your-Design-Online-tools-,"For those looking to order their project online, we offer an option to use our online designer for various packaging options, at no additional cost. Once you create and save your project: Log into My Account and click on Continue Project. Click on ART. On the left side of the page, click on Submission method and then select ""Design Online"" submission method option.  There are a variety of fonts, color backgrounds and options to choose from. You can upload your jpeg, PDF or PNG files to use with our tools If you require any other type of packaging, we offer graphic design services which might help to make your project look more professional! (Pricing is dependent upon what package you select)."
Artwork and Design Templates,The 3D viewer shows images without the changes I've made,95,https://support.discmakers.com/hc/en-us/articles/360036510753-The-3D-viewer-shows-images-without-the-changes-I-ve-made,"If you've used our Design online option and then made changes to your artwork, (after viewing a digital proof)  you may see a ""lag"" in the image updating in the 3D view. You can click on the submission method on the left side of the page and then regenerate the proofs by clicking save and continue until you get back to the actual proof page. The 3d viewer should now show the updated images. We will always print from the PDF proof so as long as they are correct, you should be good to go."
Artwork and Design Templates,Uploading images from Facebook into Design Online Option,122,https://support.discmakers.com/hc/en-us/articles/360011863793-Uploading-images-from-Facebook-into-Design-Online-Option,"We now have Facebook integration in the new HTML5 Online Designer application When a user chooses to add an image (both background and foreground), there is now a Facebook option that will display the user's images from their Facebook account and allow them to add those images to their project. New ""FACEBOOK"" option in the Image Gallery:  The user will need to log into their Facebook account by clicking on the ""LOG IN"" button at the bottom of the Gallery modal:  Once the user logs into their Facebook account they will see their Timeline photos, and all other types of photo in a left link menu:  The images can be selected just like any other image and added to their template design:  "
Artwork and Design Templates,Adding spine text using the Online Designer,122,https://support.discmakers.com/hc/en-us/articles/360011637314-Adding-spine-text-using-the-Online-Designer,"You can upload your Artwork using our Design Online Submission method. This feature will allow you to rotate your text and add it into the spine areas. For Jewel Cases: From the Outside Tray Card template (CDT100 Out) (or for any packaging product requiring you to rotate text...) Add a new text layer Click on the ""pencil"" tool and then enter your text Use the ""spinner"" tool on the edge of the text box to rotate the text file. (You can rotate any text  layer by using this tool) Change your text font size to fit within the template spine guidelines (between 13 - 14 pts) Drag and drop the text box into the spine area.  Watch a quick tutorial video here: "
Artwork and Design Templates,Tips for providing the best vinyl and cd packaging designs,490,https://support.discmakers.com/hc/en-us/articles/209215308-Tips-for-providing-the-best-vinyl-and-cd-packaging-designs,"Keep it simple: While we can print full-color (CMYK) images on the disc, silkscreen printing works best with solid spot colors (no halftones/tints, no CMYK process inks). This is true of all silkscreen printing, whether on discs, t-shirts, posters, or any other surface material. While more simplistic in appearance than full-color, this provides the best print quality on the packaging design-- in this case less is more, without a doubt. Tonal range for halftones: The tonal range that we can hold while silkscreening the discs is 15-85%. Tones lighter than 15% may blow out to zero, and those darker than 85% may fill in completely.(This does not affect 0% or 100%, of course.) As a result, we do not recommend using images with very dark or very light details. Image content: High-contrast images work best. We do not recommend using images with subtle details or changes in tone, as they will not be visible when silkscreened. Skin tones: We recommend against using photographs of people for your on-disc printing. Unfortunately skin tones (both light and dark) fall within a range of tone that is difficult to print consistently with silkscreening, and can often take on unwanted color casts or become significantly lighter or darker than expected. Gradients / blends: We strongly recommend against printing any gradients or blends on the disc, as they do not print well and often result in a blotchy or banded appearance. Neutral tones: CMYK colors that are grey or near-grey (tan, creme, etc.) will often take on a color cast when silkscreened. For important neutral colors we recommend using a spot ink. Process color uses translucent CMYK inks laid on top of one another to fool your eye into seeing other colors. A spot color ink is a specially-mixed hue that is not made by combining two or more inks, but rather is a single ink of a specific color. Spot colors can be brighter or more saturated than process colors, or have special properties, such as metallic gold or fluorescent green. We have one price for any type of color printing on your discs; all you need to do is supply the art as you'd like it to look and our prepress specialists will determine which printing method will work best with your art and adjust it if necessary. Typically we will convert large areas of solid color to spot inks, as well as monochromatic, sepia and other images using a small range of hues. Artwork that utilizes the full spectrum of color, such as photographic images, will typically be printed as CMYK. Of course, if you know you want spot color printing go ahead and set your file up to use spot colors (up to six) and we'll print it that way. If you're not sure how, just ask us to take care of it! You can also get your vinyl or cd packaging design done by the Design Studio at Disc Makers."
Artwork and Design Templates,Will the printing on my CD / DVD match my booklet or digipak?,105,https://support.discmakers.com/hc/en-us/articles/209117547-Will-the-printing-on-my-CD-DVD-match-my-booklet-or-digipak-,"Paper and board packaging are offset printed or digitally printed; CDs and DVDs are silkscreened or CMYK process printed onto the plastic surface of the disc. Because of the inherent differences in printing methods, inks and surface materials, the end result can be significantly different even under the best of circumstances.  If you use the same image or similar colors on your disc as on your packaging they will probably not match; if an exact match is critical to your design we recommend altering your on-disc design to use contrasting or complimentary colors rather than identical colors or images so a color match is n/a."
Artwork and Design Templates,Problem viewing a PDF proof?,170,https://support.discmakers.com/hc/en-us/articles/360013551994-Problem-viewing-a-PDF-proof-,"The reason you may not be viewing your PDF proof properly is a result of a setting in your Adobe Acrobat (or Adobe Reader) needs to be adjusted.  I believe when creating your artwork, the artist made a multi-channel Adobe Photoshop document that has CMYK plus Spot channels. In order to preview this properly and see the content you need to turn on your Overprint Preview in Acrobat Reader.  Overprint Preview is turned off by default (both in Acrobat and the free Adobe Reader) and must be activated in the preferences of each application. Open up Acrobat (or Reader) then go to Preferences>General (Mac) or Edit menu then Preferences (PC). Next, select Page Display from the list. In the Use Overprint Preview pull-down menu, choose Always.    You may also notice differences (such as color variations) when viewing your online digital proof vs viewing your design in your graphics program. You'll want to download and view both in the same PDF reader (such as Adobe Acrobat Pro vs Adobe Acrobat Reader)."
Artwork and Design Templates,What templates do I use? Where do I find them?,98,https://support.discmakers.com/hc/en-us/articles/218709827-What-templates-do-I-use-Where-do-I-find-them-,"You'll want to first create and save your quote using online quote tool by clicking on the Pricing button on the top of our home page. Once you save your project, you'll be able to click on the ART section of the project and download the correct templates for your project. If you already have a saved quote, log into My Account and click on the Continue This Project button to get to the art section. You can also locate our templates here - https://www.discmakers.com/templates/ Booklet templates are located on the same page with the Jewel Case templates."
Artwork and Design Templates,What programs should I use?,243,https://support.discmakers.com/hc/en-us/articles/212924938-What-programs-should-I-use-,"While you can use almost any design program to create your artwork, we recommend you output the finished file as a PDF before submitting to us. That may speed up your proofing time and get your order into production sooner. We have templates available in all professional-level desktop publishing software. Here is a list of file formats we can accept: PDF (PDF/X-4:2008 preferred) Layout files:• Adobe Illustrator (versions CS4 - CC2015)• Adobe InDesign (version CS3 - CC2015)• Adobe Photoshop (up to version CC2015, use our PDF template at 300 ppi) Photos or images:Generally any image format Photoshop can open, including:• TIFF (.tif)• Adobe Photoshop (up to version CC2015) (.psd)• Photoshop EPS (.eps) – with 8-bit TIFF preview• Windows Bitmaps (.bmp)• GIF (.gif) – accepted, but not recommended for print• JPEG (.jpg) – accepted, but not recommended for print Fonts: We can accept OpenType, TrueType, or PostScript fonts for Mac OS or Windows. For the Mac, PostScript fonts will be a suitcase/screen file with separate printer files for each weight (e.g., bold, italic, plain), while TrueType will be a single suitcase. For PC, each TrueType font will be a single .ttf file, while PostScript fonts consist of two files, a .pfm and .pfb. Please note that we cannot accept webfonts or Multiple Master fonts. ** If you are using InDesign and are sending native files instead of PDFs we strongly recommend using the File > Package command, which will gather your fonts and images."
Artwork and Design Templates,Why don’t I see templates for Publisher / GImp or other applications?,77,https://support.discmakers.com/hc/en-us/articles/212925088-Why-don-t-I-see-templates-for-Publisher-GImp-or-other-applications-,"Disc Makers is committed to staying current with desktop publishing technology, and we accept files from all major page layout, illustration and image-editing applications. Some popular desktop applications like Microsoft Publisher are suitable for printing flyers to your home inkjet printer, but are not powerful enough to work in a professional publishing environment. Similarly, while we can accept text in Microsoft Word, we cannot accept any layouts or images created in Word or any other word-processing program."
Artwork and Design Templates,CMYK and RGB - Why we ask for CMYK files,420,https://support.discmakers.com/hc/en-us/articles/209215058-CMYK-and-RGB-Why-we-ask-for-CMYK-files,"CMYK and RGB are two different color models, and understanding the difference can mean producing a great-looking insert rather than a muddy, disappointing one. We’ll have to delve into a little science to explain this difference. The RGB color model is used by monitors, televisions, scanners, and digital cameras. A monitor uses very small bands of red, green, and blue light to generate color. For a quick science project, put a drop of water on the front of your monitor in a white area, and it will act like a magnifying glass. You’ll be able to see the red, green, and blue bands. RGB is additive because when you add all three colors together, you get white light; when you turn off all three lights, you get black. By mixing varying amounts of red, green, and blue light, you can create most other colors. The paper of a magazine, catalog, or CD booklet can’t generate light like a computer monitor. It has to rely on reflected light, and the subtractive color model CMYK. When you add cyan, magenta, and yellow together (CMY), you get a color close to black, and when you don’t lay down any ink, you get white—that is, the white of the paper. A fourth color, black, is added for economical and practical reasons, and is referred to by ‘K’ so as not to be confused with blue. By mixing varying amounts of cyan, magenta, yellow, and black inks, you can create most other colors. All commercial, full-color printing uses CMYK inks. So why is the difference important? Most colors created on your RGB monitor can be duplicated using CMYK inks, but not all. Your RGB monitor is generating light, so it can create some bright colors that can’t be duplicated on any CMYK printing press. Paper can only reflect light, so if you print the super-bright RGB colors in CMYK, they get a lot duller. If you’re designing artwork in an RGB color space, we’ll have to convert it to CMYK to print. Depending on your artwork, the colors might shift a little or a lot.  Some colors in RGB can become much duller in CMYK.  We ask you to provide all your images in CMYK. If there are any color shifts, you’ll be able to see them and take steps to correct it. If you supply RGB images, we’ll make the CMYK conversion here. It’s much better for you to supply us with CMYK files up front. Learn how to convert RGB to CMYK. https://support.discmakers.com/hc/en-us/articles/209639867-Convert-RGB-to-CMYK"
Artwork and Design Templates,Why are low resolution and re-sampled or scaled images common template mistakes?,194,https://support.discmakers.com/hc/en-us/articles/209628787-Why-are-low-resolution-and-re-sampled-or-scaled-images-common-template-mistakes-,"Re-sampling: Let's say you are working in Adobe Photoshop and you have a 72ppi image. If you re-sample that image by replacing ""72"" with ""300"" in the Photoshop's Image Size window, you would just re-sampling neighboring pixels to add more pixels per inch. It gives a slightly softer result, though does not drastically improve the appearance. The result will be generally blurry and pixelated depending on the degree of re-sampling. Scaling: You've started with an image that is 300ppi at 2 inches square and made the image bigger in your layout to fill the CD cover. Although the image was in fact 300ppi, when you enlarge it the resolution decreases. So, your image that was 300ppi at 2 inches is only going to be about 120ppi when scaled up to 4.75 inches. This can result in more jagged appearance depending on how large you scale the image. Increasing or decreasing your resolution in these ways can also change the ruler of the image and make it appear either much smaller or much larger than you intended. (Your online digital proof might show a fully templated design as a very small image in the template)."
Artwork and Design Templates,How do I know my monitor is calibrated properly,153,https://support.discmakers.com/hc/en-us/articles/360042572354-How-do-I-know-my-monitor-is-calibrated-properly,"You have probably noticed when shopping for a TV that the colors displayed vary somewhat dramatically from one model to another. Although part of the disparity is due to the quality of the individual make and model numbers, much of the difference is also due to variations in the manufacturer's factory calibration settings. You may like your monitor very bright, or the room you are viewing your files in may be dim. These factors and many more all affect your perception of color. In order to judge color consistency, we need to calibrate our monitors. There are many tools out there to aid with monitor calibration, but one that is affordable and very easy to use is the X-rite ColorMunki display. It will take readings of the ambient light in your room, as well as your monitor to adjust your settings to display as close to a printed sheet of paper as possible."
Artwork and Design Templates,What type of ART files can I upload?,95,https://support.discmakers.com/hc/en-us/articles/360042334214-What-type-of-ART-files-can-I-upload-,"Depending upon which submission method you choose, you can upload: ""Finished"" Pdfs - images have already been designed and set up in our templates PDFs, Jpegs, PNG, and some native files - These types of files can be uploaded using our Design Online tools Native files, PDFs  - These types of files can be uploaded when selecting the Advance Graphic Services files. (This is not a Design service! Your images must be already designed. We'll set them up in our templates for you and will provide a digital proof after the order has been placed)."
Artwork and Design Templates,Can you place my Art into your templates?,108,https://support.discmakers.com/hc/en-us/articles/360042331994-Can-you-place-my-Art-into-your-templates-,"If you are having trouble fitting your art into our templates, or just having trouble getting your PDFs to line up in our NowProofs, our Advanced Graphics Team can help. They’ll adjust your files and fit them to our templates, then show you a proof for your approval before anything goes into production. You can upload .JPEG, Illustrator, InDesign, or Photoshop files and we’ll take it from there. Log into My Account and click on Continue project Click on ART and on the left side of the dashboard, click on Submission method. Click on the Advanced Graphics Services option and then upload what you have! It's that easy! "
Artwork and Design Templates,My artwork is set up properly but I can't it to fit in your templates. What should I do?,108,https://support.discmakers.com/hc/en-us/articles/360042331794-My-artwork-is-set-up-properly-but-I-can-t-it-to-fit-in-your-templates-What-should-I-do-,"If you are having trouble fitting your art into our templates, or just having trouble getting your PDFs to line up in our NowProofs, our Advanced Graphics Team can help. They’ll adjust your files and fit them to our templates, then show you a proof for your approval before anything goes into production. You can upload .JPEG, Illustrator, InDesign, or Photoshop files and we’ll take it from there. Log into My Account and click on Continue project Click on ART and on the left side of the dashboard, click on Submission method. Click on the Advanced Graphics Services option and then upload what you have! It's that easy! "
Artwork and Design Templates,My artwork (from a previous project) is Unavailable in My Account. Why can't I download it?,136,https://support.discmakers.com/hc/en-us/articles/360042225354-My-artwork-from-a-previous-project-is-Unavailable-in-My-Account-Why-can-t-I-download-it-,"After approximately 90 days after your order has completed in production, we'll archive the artwork for future reorders. This helps to save space on our servers and provides an added level of security to your files. It does not mean that we deleted these files! When you place a reorder from My Account, we'll pull those files and use them on the new order. Your artwork will look as crisp as it did on the original run.  If you looking for a copy of your artwork for your own records, you'll want to give us a call to retrieve those files. There is a nominal fee for pulling the files without a reorder. Please note:   Depending upon how old the files are, there may be times where we're not able to retrieve the files for you."
Artwork and Design Templates,My proof looks different than what I uploaded. The colors or image have changed a bit. What happened?,208,https://support.discmakers.com/hc/en-us/articles/360042710413-My-proof-looks-different-than-what-I-uploaded-The-colors-or-image-have-changed-a-bit-What-happened-,"We print using a CMYK color profile.  Jpeg images, such as photographs or web images (for example) are typically set up in RGB color mode. To print properly these images need to be converted to CMYK.  The proof is showing you the CMYK version of your artwork after it's been converted and in some cases you may notice a color shift. It's not usually significant but it can be noticeable depending upon the colors used. RGB (Red, Green, Blue)The RGB color mode, used by computer monitors, is made by combining three luminous, or glowing colors. The RGB color mode is capable of producing many more colors on screen than the Process (CMYK) color mode. This can pose a problem because many of the bright RGB images you may see on your computer simply can’t be reproduced on a press. When we receive RGB images, we convert them to CMYK for our use. Please be aware that color shifts may occur. CMYK (Cyan, Magenta, Yellow, Black) CMYK is the color mode that is used for all of our print graphics. When screens of the four CMYK “process” colors are combined in a dot pattern on paper, the human eye merges them into one color. See also - https://support.discmakers.com/hc/en-us/articles/209639867-Convert-RGB-to-CMYK https://support.discmakers.com/hc/en-us/articles/208427208-Do-you-have-a-color-profile-for-converting-to-CMYK- "
Artwork and Design Templates,Why are my proofs showing Wide I's and L's when I didn't add them?,100,https://support.discmakers.com/hc/en-us/articles/360039295314-Why-are-my-proofs-showing-Wide-I-s-and-L-s-when-I-didn-t-add-them-,"That is a known issue that occurs in Adobe Reader when scaling your artwork to fit your device's screen. At times, lower case 'L's and capital ""I""'s appear bolder than they should on the PDF proof.  Something like this: ​  If you zoom into the text, the bold ""I""'s and ""L""'s will appear much like the rest of the text.  See below how the L's in 'all' ad 'family' look better once zoomed in.  ​  This issue is not a problem with your artwork and will not be printed with the overly bold L's and I's on your finished product. "
Artwork and Design Templates,How do I upload my artwork?,151,https://support.discmakers.com/hc/en-us/articles/360036002334-How-do-I-upload-my-artwork-,"Create and save a quote using our online pricing system. After you save your quote, you will be offered the correct templates in the ART section of your project. (or you can click the Templates link at the top of the page) **Note: You may be able to use a different file type by changing  your submission method to Design Online instead. You can upload your PDF, jpeg, or Png file types there and size them to template.  **NOTE:  Completed PDFs means that you have followed all of the steps listed above. The images were created in a design software, within our templates, and exported as a PDF for uploading. Just because you have a pdf does not necessarily mean that it's been created in this format. **Also NOTE:  You can ONLY upload a file that has been exported and saved as a PDF. You cannot upload any other file type. "
Artwork and Design Templates,Do You Offer Design Services?,77,https://support.discmakers.com/hc/en-us/articles/360035665233-Do-You-Offer-Design-Services-,"It's long been clear to me that DJs, A&R reps, retail buyers, and the public are more likely to take CDs and DVDs for a spin when they look professional (and those that don't, can end up in the trash). There's no question: great design provides that foot in the door we all need. You've put your heart and soul into your project. Let us put our hearts and souls in your design. You won't be disappointed."
Artwork and Design Templates,How can I change my artwork after it's been submitted?,209,https://support.discmakers.com/hc/en-us/articles/360033875714-How-can-I-change-my-artwork-after-it-s-been-submitted-,"If you have not yet submitted your order, you can delete files and replace them without incurring any costs or difficulty. Simply access the PDF upload page by logging into my account and clicking on the ""complete this project"" link. Go the Art section and then the submission method. Walk through to the upload page and delete the files that you no longer want. A new upload link will appear for you to upload the file. If you have walked through check out and received a confirmation that the order has been placed, you will need our customer service staff to ""unlock"" the project so that you can upload a new file if possible. We often begin working on your order the moment it arrives, and depending on where we are in the process additional charges may apply. After your project goes into the production phase, we are not able to change out the artwork without having to charge you to produce new printed files or discs since the artwork has already been prepped and sent to the presses. You will have to contact us to determine where you order is in production and what the next steps will be. This could add additional days to your production time."
Artwork and Design Templates,What’s Different About Spot Vs. Process Colors?,115,https://support.discmakers.com/hc/en-us/articles/360034408573-What-s-Different-About-Spot-Vs-Process-Colors-,"Process color uses translucent CMYK inks laid on top of one another to fool your eye into seeing other colors (Similar to your ink-jet printer at home). A spot color ink is a specially-mixed hue that is not made by combining two or more inks, but rather is a single ink of a specific color (like buying paint for your walls at the hardware store). Spot colors can be brighter or more saturated than process colors, or have special properties, such as metallic gold or fluorescent green. We use process colors in printing packaging, and at times can use spot colors when printing on-disc. Spot colors are available in package printing for an additional fee."
Artwork and Design Templates,What Is The PrePress Review?,230,https://support.discmakers.com/hc/en-us/articles/360033810174-What-Is-The-PrePress-Review-,"Our online site was intended for users who are comfortable and familiar with online ordering, uploading files, and basic graphic controls. All self service projects flow seamlessly through our automated system without delay or review: we do not proof your project-we assume you have done all the quality control before you submit your final project and process your order. If you are uncomfortable submitting your project without a duplication expert first reviewing your files - PrePress Review is going to handle this for you! We've developed a ""free"" review process which we perform on all orders prior to the order going to print. One of our certified PrePress Experts will review your order based on the following criteria and let you know if we found any problems.If an issue or question is found, you will be contacted via email and given the opportunity to be informed about the issue and given instructions regarding correcting the issue before production begins. This service will help you avoid costly mistakes when submitting your order.Project elements we will check: When possible, we will make adjustments to artwork to achieve the best results. This is strictly limited to nudging art to fill bleed, or back off safety margins....provided it does not effect bleed coverage. There are some elements of your project we cannot check, we will need you to ensure the following are submitted correctly."
Artwork and Design Templates,What’s The Difference Between CMYK And RGB?,358,https://support.discmakers.com/hc/en-us/articles/360034340233-What-s-The-Difference-Between-CMYK-And-RGB-,"CMYK and RGB are two different color models, and understanding the difference can mean producing a great-looking insert rather than a muddy, disappointing one. We’ll have to delve into a little science to explain this difference.The RGB color model is used by monitors, televisions, scanners, and digital cameras. A monitor uses very small bands of red, green, and blue light to generate color. For a quick science project, put a drop of water on the front of your monitor in a white area, and it will act like a magnifying glass. You’ll be able to see the red, green, and blue bands. RGB is additive because when you add all three colors together, you get white light; when you turn off all three lights, you get black. By mixing varying amounts of red, green, and blue light, you can create most other colors. The paper of a magazine, catalog, or CD booklet can’t generate light like a computer monitor. It has to rely on reflected light, and the subtractive color model CMYK. When you add cyan, magenta, and yellow together (CMY), you get a color close to black, and when you don’t lay down any ink, you get white—that is, the white of the paper. A fourth color, black, is added for economical and practical reasons, and is referred to by ‘K’ so as not to be confused with blue. By mixing varying amounts of cyan, magenta, yellow, and black inks, you can create most other colors. All commercial, full-color printing uses CMYK inks.So why is the difference important? Most colors created on your RGB monitor can be duplicated using CMYK inks, but not all. Your RGB monitor is generating light, so it can create some bright colors that can’t be duplicated on any CMYK printing press. Paper can only reflect light, so if you print the super-bright RGB colors in CMYK, they get a lot duller. If you’re designing artwork in an RGB color space, we’ll have to convert it to CMYK to print. Depending on your artwork, the colors might shift a little or a lot.  Some colors in RGB can become much duller in CMYK."
